date,demand,day,month,year,dayofweek,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30
2023-07-19,122.49198404566098,19,7,2023,2,0,120.0225425946437,139.34996312146126,103.95981516427072,112.25020970307699,14.370726604703751,114.80080709873995,17.1032662976905
2023-07-20,105.71352488913196,20,7,2023,3,0,122.49198404566098,130.07222061290722,118.27373337736309,108.77039602825198,12.106796657863251,114.38213348246556,17.168926097150585
2023-07-21,91.916880639725,21,7,2023,4,0,105.71352488913196,104.33104165597052,117.407713710164,106.9969444545026,13.67335823299378,113.53243904678426,17.638381647464076
2023-07-22,87.72160230050748,22,7,2023,5,1,91.916880639725,93.62891426454274,105.94723149423162,106.15304274535472,14.77392830595875,112.92491807366014,18.21315759236978
2023-07-23,89.41228863162372,23,7,2023,6,1,87.72160230050748,95.2835134806213,89.8285903436084,105.31429633835508,15.63540564792172,112.9110413499273,18.23151098095436
2023-07-24,92.05711462505052,24,7,2023,0,0,89.41228863162372,119.9212512671926,83.6344363455009,101.33370538947763,14.822671054957551,113.19179729257895,17.8254503537367
2023-07-25,115.51411021624313,25,7,2023,1,0,92.05711462505052,120.0225425946437,82.64649740262392,100.68964362113469,13.947383262703946,114.28738438636627,16.867661560061332
2023-07-26,113.1151612266569,26,7,2023,2,0,115.51411021624313,122.49198404566098,98.67500551554632,99.3500975041341,11.787477482776174,114.76872291006995,16.610859886123567
2023-07-27,112.54812799048128,27,7,2023,3,0,113.1151612266569,105.71352488913196,121.31262723285532,100.32646937575542,12.653651902739972,114.47657293532414,16.568818999716118
2023-07-28,102.3611442277444,28,7,2023,4,0,112.54812799048128,91.916880639725,133.12042429084522,101.81850703118678,12.10044712219252,113.45126359988745,16.32524992755504
2023-07-29,82.62628666362055,29,7,2023,5,1,102.3611442277444,87.72160230050748,119.1342306615523,101.09060479734578,13.193651449080997,112.23433213328973,17.22303508975246
2023-07-30,101.41144857224174,30,7,2023,6,1,82.62628666362055,89.41228863162372,108.14527772699526,102.80477050314835,12.16268854017416,112.00987116146462,17.321760436718257
2023-07-31,113.4114812101044,31,7,2023,0,0,101.41144857224174,92.05711462505052,90.7934187686543,105.8553943010132,11.686402507516013,112.76380657617962,16.852332545490235
2023-08-01,132.27935032830032,1,8,2023,1,0,113.4114812101044,115.51411021624313,100.92168832501548,108.25042860273564,15.188884945149647,113.8090619762891,17.06364978160878
2023-08-02,137.75378097988815,2,8,2023,2,0,132.27935032830032,113.1151612266569,113.33620073485336,111.77023142462583,18.90446353781408,114.62298131779026,17.61379573123265
2023-08-03,127.6323037444416,3,8,2023,3,0,137.75378097988815,112.54812799048128,140.13774650677132,113.9251136751916,19.844260473877284,114.20613322571262,17.13048760219704
2023-08-04,126.85873851307991,4,8,2023,4,0,127.6323037444416,102.3611442277444,137.2614867533365,117.4247700016681,19.62391459322085,113.8593749510374,16.74873789833266
2023-08-05,111.9144700706006,5,8,2023,5,1,126.85873851307991,82.62628666362055,128.42748231505675,121.60879620266526,12.958102868602472,113.30894120955553,16.523285552606012
2023-08-06,124.4600693319983,6,8,2023,6,1,111.9144700706006,101.41144857224174,124.7801102800642,124.9014563112019,9.414352630789788,113.29827317795333,16.515725549627344
2023-08-07,127.11171974531418,7,8,2023,0,0,124.4600693319983,113.4114812101044,115.87543957825528,126.8586332448033,7.935491567629774,113.67281585018863,16.702537052281773
2023-08-08,142.9861915218952,8,8,2023,1,0,127.11171974531418,132.27935032830032,116.45840631044597,128.38818198674542,9.934531404176244,114.55707535723693,17.53648866701958
2023-08-09,151.13933812621875,9,8,2023,2,0,142.9861915218952,137.75378097988815,132.6221244175711,130.3004044362212,12.887164050789531,115.17431581419186,18.493998081933437
2023-08-10,133.15947668794044,10,8,2023,3,0,151.13933812621875,127.6323037444416,140.18290982788727,131.09000057100678,12.865750930787598,114.94020137619364,18.20875399228261
2023-08-11,114.31443494527832,11,8,2023,4,0,133.15947668794044,126.85873851307991,139.34996312146126,129.29795720417798,14.342253248928918,114.10568377032087,17.61549617839709
2023-08-12,110.752200981825,12,8,2023,5,1,114.31443494527832,111.9144700706006,130.07222061290722,129.1319187629243,14.58176850914838,113.46168311595146,17.362999607275057
2023-08-13,105.27352589417384,13,8,2023,6,1,110.752200981825,124.4600693319983,104.33104165597052,126.39098398609224,17.178356082314785,113.4930992572249,17.346754244252857
2023-08-14,126.4075474733379,14,8,2023,0,0,105.27352589417384,127.11171974531418,93.62891426454274,126.29038794723849,17.17549360531872,114.58572036418474,17.08272882818983
2023-08-15,129.8384515073377,15,8,2023,1,0,126.4075474733379,142.9861915218952,95.2835134806213,124.41213937373027,15.701006642961069,115.73755163174195,16.900355292111378
2023-08-16,128.18097666446428,16,8,2023,2,0,129.8384515073377,151.13933812621875,119.9212512671926,121.1323734506225,10.829685955820622,116.012875811651,17.037584864840223
2023-08-17,125.86439525332364,17,8,2023,3,0,128.18097666446428,133.15947668794044,120.0225425946437,120.09021895996295,9.77949217830788,116.20760423360701,17.118186614021862
2023-08-18,94.22920383521384,18,8,2023,4,0,125.86439525332364,114.31443494527832,122.49198404566098,117.22090022995374,13.85419488861916,115.26551155992543,17.53308947724731
2023-08-19,94.13434408254837,19,8,2023,5,1,94.22920383521384,110.752200981825,105.71352488913196,114.84692067291421,16.346900054214718,114.87953886637266,17.874740522727766
2023-08-20,84.98527039447298,20,8,2023,6,1,94.13434408254837,105.27352589417384,91.916880639725,111.94859845867124,19.76779036907514,114.64848519153091,18.223200591844062
2023-08-21,109.4618496516292,21,8,2023,0,0,84.98527039447298,126.4075474733379,87.72160230050748,109.52778448414143,18.71137598441047,115.37316010323497,17.534749448741696
2023-08-22,107.67682657580043,22,8,2023,1,0,109.4618496516292,129.8384515073377,89.41228863162372,106.3618380653504,16.43894704933245,115.98197803470752,16.908172511482768
2023-08-23,120.44537050412576,23,8,2023,2,0,107.67682657580043,128.18097666446428,92.05711462505052,105.25675147101632,14.917307859353578,116.9282532306767,16.30671779638147
2023-08-24,102.4537611860695,24,8,2023,3,0,120.44537050412576,125.86439525332364,115.51411021624313,101.9123751756943,11.832471179417247,116.49290826300424,16.518733018639562
2023-08-25,101.45837305290434,25,8,2023,4,0,102.4537611860695,94.22920383521384,113.1151612266569,102.94511363536436,11.35600722281814,116.1043486572125,16.73658638681497
2023-08-26,86.17373408146072,26,8,2023,5,1,101.45837305290434,94.13434408254837,112.54812799048128,101.807883635209,12.704001126834532,115.22520219357848,17.6002492350421
2023-08-27,91.0411761110562,27,8,2023,6,1,86.17373408146072,84.98527039447298,102.3611442277444,102.67301302329231,11.518336109873276,114.8478699230222,18.002304605217564
2023-08-28,114.77144767493024,28,8,2023,0,0,91.0411761110562,109.4618496516292,82.62628666362055,103.43152702662103,12.194867870276758,115.91937529006586,16.943860511479173
2023-08-29,131.3793045251804,29,8,2023,1,0,114.77144767493024,107.67682657580043,101.41144857224174,106.81759530510388,16.202295641780424,116.91830382183048,16.942429486147393
2023-08-30,133.9753301202023,30,8,2023,2,0,131.3793045251804,120.44537050412576,113.4114812101044,108.7504466788291,18.711677311079033,117.60376545216708,17.209540459324362
2023-08-31,125.95282394381252,31,8,2023,3,0,133.9753301202023,102.4537611860695,132.27935032830032,112.10745564422096,19.485670708582013,117.39288123935083,17.06163272244888
2023-09-01,114.37145854798176,1,9,2023,4,0,125.95282394381252,101.45837305290434,137.75378097988815,113.95218214351773,18.912296775250276,116.6134704916206,16.627997108057823
2023-09-02,103.75104181395636,2,9,2023,5,1,114.37145854798176,86.17373408146072,127.6323037444416,116.46322610530284,15.46142248054676,115.8174284272711,16.653916638985343
2023-09-03,107.94891449516012,3,9,2023,6,1,103.75104181395636,91.0411761110562,126.85873851307991,118.87861730303197,11.6883673264626,115.1871009600071,16.57929623390855
2023-09-04,121.8794967368726,4,9,2023,0,0,107.94891449516012,114.77144767493024,111.9144700706006,119.89405288330943,11.58034436483148,115.51926851554951,16.611262106636957
2023-09-05,144.61677598612164,5,9,2023,1,0,121.8794967368726,131.3793045251804,124.4600693319983,121.78512023487247,14.485022931133043,116.19115873735362,17.37543922753421
2023-09-06,155.9117147997771,6,9,2023,2,0,144.61677598612164,133.9753301202023,127.11171974531418,124.91888947481172,19.175396596930163,117.1511585725024,18.741514579079162
2023-09-07,149.66160511933265,7,9,2023,3,0,155.9117147997771,125.95282394381252,142.9861915218952,128.30585821417176,21.35808615094445,117.37367235908364,19.095117202589993
2023-09-08,120.57779958033169,8,9,2023,4,0,149.66160511933265,114.37145854798176,151.13933812621875,129.1924783616503,20.804886418726024,116.35495440755406,18.016366301942977
2023-09-09,104.49098790448149,9,9,2023,5,1,120.57779958033169,103.75104181395636,133.15947668794044,129.29818494601105,20.65542105355544,115.39933811477209,17.85387028860817
2023-09-10,118.30907351186144,10,9,2023,6,1,104.49098790448149,107.94891449516012,114.31443494527832,130.77820766268266,19.189903873449985,115.5324927336582,17.86039491088371
2023-09-11,128.7991368104408,11,9,2023,0,0,118.30907351186144,121.8794967368726,110.752200981825,131.7667276731924,18.829958075065388,116.13405726127873,17.99723517483339
2023-09-12,144.46890641654556,12,9,2023,1,0,128.7991368104408,144.61677598612164,105.27352589417384,131.74560344896727,18.813215240914452,117.44056994535778,18.59441612278899
2023-09-13,143.87328454321195,13,9,2023,2,0,144.46890641654556,155.9117147997771,126.4075474733379,130.02582769802936,16.66332658202444,118.02276118102026,19.149980042713526
2023-09-14,125.47067704790568,14,9,2023,3,0,143.87328454321195,149.66160511933265,129.8384515073377,126.56998083068267,14.245374782642685,117.87716869903919,19.07350150592751
2023-09-15,102.91576145057348,15,9,2023,4,0,125.47067704790568,120.57779958033169,128.18097666446428,124.04683252643147,16.81584636078057,117.03499485857616,19.16044135635678
2023-09-16,88.32876492299101,16,9,2023,5,1,102.91576145057348,104.49098790448149,125.86439525332364,121.7379435290757,20.626312679873962,115.78380718089839,19.779541924703473
2023-09-17,95.22123819643788,17,9,2023,6,1,88.32876492299101,118.30907351186144,94.22920383521384,118.43968134115805,22.97787858821621,115.8168749929392,19.74305953757882
2023-09-18,121.40689717456628,18,9,2023,0,0,95.22123819643788,128.7991368104408,94.13434408254837,117.38364710746168,22.588998135344678,116.72596009600647,19.3338962008032
2023-09-19,113.12868715618548,19,9,2023,1,0,121.40689717456628,144.46890641654556,84.98527039447298,112.90647292741026,19.173570404894317,117.66407398806356,18.400950112688577
2023-09-20,127.71439569366343,20,9,2023,2,0,113.12868715618548,143.87328454321195,109.4618496516292,110.5980602346176,15.431486120427472,118.2724921894647,18.422139311471764
2023-09-21,111.56957597033478,21,9,2023,3,0,127.71439569366343,125.47067704790568,107.67682657580043,108.61218865210746,14.029302035762903,118.40225050261583,18.35853379219524
2023-09-22,98.87064478028805,22,9,2023,4,0,111.56957597033478,102.91576145057348,120.44537050412576,108.0343148420667,14.38192569874803,117.68309297848792,18.695224158160954
2023-09-23,87.55269349738128,23,9,2023,5,1,98.87064478028805,88.32876492299101,102.4537611860695,107.92344749555103,14.561025577090371,117.18639072219831,19.30190075998241
2023-09-24,83.20504946263512,24,9,2023,6,1,87.55269349738128,95.22123819643788,101.45837305290434,106.20684910500778,16.838284280840245,116.57794660252267,20.086530657759543
2023-09-25,115.39528958796926,25,9,2023,0,0,83.20504946263512,121.40689717456628,86.17373408146072,105.3480480212082,16.069588810418875,117.55199845273962,19.252507163617494
2023-09-26,133.20854198378726,26,9,2023,1,0,115.39528958796926,113.12868715618548,91.0411761110562,108.2165987108656,19.180974967798473,118.95757731516399,18.783839373268318
2023-09-27,134.81191146334257,27,9,2023,2,0,133.20854198378726,127.71439569366343,114.77144767493024,109.23052953510548,20.524006218317165,119.62559277477773,18.985107518072464
2023-09-28,116.66653351913224,28,9,2023,3,0,134.81191146334257,111.56957597033478,131.3793045251804,109.95866632779084,20.710386774914816,119.13516707457613,18.860637433421747
2023-09-29,106.07689034580844,29,9,2023,4,0,116.66653351913224,98.87064478028805,133.9753301202023,110.98812998000803,20.241154929405408,118.20521908209633,18.791349570092905
2023-09-30,98.82406560401584,30,9,2023,5,1,106.07689034580844,87.55269349738128,125.95282394381252,112.59832599524154,18.433763306393757,117.30092713743645,19.056541236188306
2023-10-01,107.14617323066084,1,10,2023,6,1,98.82406560401584,83.20504946263512,114.37145854798176,116.01848653353093,13.679062806038356,117.06008429352575,19.140315130127007
2023-10-02,129.42138737195728,2,10,2023,0,0,107.14617323066084,115.39528958796926,103.75104181395636,118.02221478838636,14.570778082208733,117.91576247879244,19.098568173907257
2023-10-03,139.69708289602863,3,10,2023,1,0,129.42138737195728,133.20854198378726,107.94891449516012,118.94914920442082,15.848272069021487,118.97403475882138,19.40440186137765
2023-10-04,143.81817203161344,4,10,2023,2,0,139.69708289602863,134.81191146334257,121.8794967368726,120.23575785703096,17.61750976804951,119.70532393531275,19.924114195748075
2023-10-05,149.282511754435,5,10,2023,3,0,143.81817203161344,116.66653351913224,144.61677598612164,124.89518331921707,20.580179512913066,119.86084846092321,20.142289898017008
2023-10-06,126.61614245228272,6,10,2023,4,0,149.282511754435,106.07689034580844,155.9117147997771,127.82936219157054,18.840693737325818,118.88432938267337,19.01270426044503
2023-10-07,117.86684859580116,7,10,2023,5,1,126.61614245228272,98.82406560401584,149.66160511933265,130.54975976182558,14.92185728751835,117.82450416522234,18.102297869182948
2023-10-08,114.0103197976042,8,10,2023,6,1,117.86684859580116,107.14617323066084,120.57779958033169,131.53035212853177,13.260626126087583,117.60558817246475,18.107563762126578
2023-10-09,131.13641732381177,9,10,2023,0,0,114.0103197976042,129.42138737195728,104.49098790448149,131.77535640736812,13.230976873387062,118.49376915310908,18.09558598329658
2023-10-10,143.79543764074904,10,10,2023,1,0,131.13641732381177,139.69708289602863,118.30907351186144,132.36083565661392,13.721525636637919,119.34331462407202,18.67558356273205
2023-10-11,155.0125615122555,11,10,2023,2,0,143.79543764074904,143.81817203161344,128.7991368104408,133.96003415384848,15.777672364113293,120.21709544746585,19.7174201234192
2023-10-12,144.6819732049296,12,10,2023,3,0,155.0125615122555,149.282511754435,144.46890641654556,133.302814361062,15.11493612059627,120.22419767374531,19.72649315054652
2023-10-13,114.12534067446305,13,10,2023,4,0,144.6819732049296,126.61614245228272,143.87328454321195,131.51841410708775,16.691030972242174,119.232599544787,19.238359821474955
2023-10-14,110.76362269552529,14,10,2023,5,1,114.12534067446305,117.86684859580116,125.47067704790568,130.5036675499055,17.83597133650332,118.74236439970765,19.261288864571934
2023-10-15,102.16982550567828,15,10,2023,6,1,110.76362269552529,114.0103197976042,102.91576145057348,128.81216836534466,20.080999060341803,118.71749986821116,19.282893392623116
2023-10-16,116.21839221731592,16,10,2023,0,0,102.16982550567828,131.13641732381177,88.32876492299101,126.68102192155952,20.57866090501032,119.64715411135532,18.420296121840824
2023-10-17,137.65092062232634,17,10,2023,1,0,116.21839221731592,143.79543764074904,95.22123819643788,125.80323377607057,19.8449387995937,121.06147685888494,18.106402889725146
2023-10-18,124.81356244033908,18,10,2023,2,0,137.65092062232634,155.0125615122555,121.40689717456628,121.48909105151108,15.168176149291018,121.17503236774402,18.119321872020627
2023-10-19,117.4373532598228,19,10,2023,3,0,124.81356244033908,144.6819732049296,113.12868715618548,117.5970024879244,11.20200673256163,121.31865457119859,18.070353584775194
2023-10-20,98.69345219798087,20,10,2023,4,0,117.4373532598228,114.12534067446305,127.71439569366343,115.39244699128407,13.317789182587955,120.35128978800918,18.488125845316887
2023-10-21,94.02273340869814,21,10,2023,5,1,98.69345219798087,110.76362269552529,111.56957597033478,113.0008913788802,15.595848426110832,119.76639503595464,19.044706430966812
2023-10-22,91.46172708785014,22,10,2023,6,1,94.02273340869814,102.16982550567828,98.87064478028805,111.47116303347619,17.270524299668097,119.51943111287338,19.370272781921752
2023-10-23,106.87745577364234,23,10,2023,0,0,91.46172708785014,116.21839221731592,87.55269349738128,110.13674354152282,17.203329577507997,120.16358985541541,18.57558239108155
2023-10-24,115.79209331788688,24,10,2023,1,0,106.87745577364234,137.65092062232634,83.20504946263512,107.01405392660288,12.795975923153003,121.24982465059045,17.244983945337296
2023-10-25,126.2563089261969,25,10,2023,2,0,115.79209331788688,124.81356244033908,115.39528958796926,107.22016056743973,13.137519511324061,121.61185862853138,17.231838928564976
2023-10-26,115.01338006770172,26,10,2023,3,0,126.2563089261969,117.4373532598228,133.20854198378726,106.873878682851,12.852174777855945,121.00535323132854,17.129499966040424
2023-10-27,106.10657940054834,27,10,2023,4,0,115.01338006770172,98.69345219798087,134.81191146334257,107.93289685464636,12.361830456558941,120.04850882923539,17.133410774900707
2023-10-28,99.48379441719396,28,10,2023,5,1,106.10657940054834,94.02273340869814,116.66653351913224,108.71304842728863,11.478409754779825,119.47575085917079,17.532912252680404
2023-10-29,97.44162226193848,29,10,2023,6,1,99.48379441719396,91.46172708785014,106.07689034580844,109.5673191664441,10.123008885419424,119.18790858970846,17.82885603169246
2023-10-30,125.11167906606327,30,10,2023,0,0,97.44162226193848,106.87745577364234,98.82406560401584,112.1722082082185,11.559595469730963,120.0641623717767,17.4351462810024
2023-10-31,149.01812030252046,31,10,2023,1,0,125.11167906606327,115.79209331788688,107.14617323066084,116.9187834917376,18.205096886778648,121.45989394083868,18.0311614246938
2023-11-01,131.56877072281046,1,11,2023,2,0,149.01812030252046,126.2563089261969,129.42138737195728,117.67770660553951,18.761460100095135,121.53147338586713,18.068081010834657
2023-11-02,136.15311991856666,2,11,2023,3,0,131.56877072281046,115.01338006770172,139.69708289602863,120.69766944137737,19.926344969256313,121.41334128661839,17.956456444903502
2023-11-03,122.03921355401984,3,11,2023,4,0,136.15311991856666,106.10657940054834,143.81817203161344,122.97376003473043,18.863505578697794,120.68737600403193,17.452595915311598
2023-11-04,112.40600226751086,4,11,2023,5,1,122.03921355401984,99.48379441719396,149.282511754435,124.81978972763285,16.688495520514635,119.45815902113446,16.64929340113996
2023-11-05,117.44534529831202,5,11,2023,6,1,112.40600226751086,97.44162226193848,126.61614245228272,127.67746444711482,12.373961503054177,119.15246578266878,16.597446203184926
2023-11-06,132.2205285304138,6,11,2023,0,0,117.44534529831202,125.11167906606327,117.86684859580116,128.69301437059343,12.419918979796151,119.63092178048919,16.765147799808446
2023-11-07,160.68020113136208,7,11,2023,1,0,132.2205285304138,149.01812030252046,114.0103197976042,130.35902591757082,15.896369340144998,121.18658449161445,18.318903761985453
2023-11-08,159.71971625396768,8,11,2023,2,0,160.68020113136208,131.56877072281046,131.13641732381177,134.380589564879,19.42310988033048,122.13936112261966,19.555803783509116
2023-11-09,140.68800615105877,9,11,2023,3,0,159.71971625396768,136.15311991856666,143.79543764074904,135.028430455235,19.567178897082997,122.0357800729633,19.445058851287236
2023-11-10,118.39887046247108,10,11,2023,4,0,140.68800615105877,122.03921355401984,155.0125615122555,134.5083814421566,20.013230178046364,120.81532370463717,18.426248783939297
2023-11-11,117.61796503861147,11,11,2023,5,1,118.39887046247108,112.40600226751086,144.6819732049296,135.25294755231386,19.131416758895845,119.91319009909324,17.87163373268584
2023-11-12,117.4280278585585,12,11,2023,6,1,117.61796503861147,117.44534529831202,114.12534067446305,135.25047363234907,19.134104213966143,120.02327967189642,17.844903372615313
2023-11-13,119.4818659964572,13,11,2023,0,0,117.4280278585585,132.2205285304138,110.76362269552529,133.43066469892668,20.05396948237562,120.31388778192748,17.759693811628203
2023-11-14,132.4738509638359,14,11,2023,1,0,119.4818659964572,160.68020113136208,102.16982550567828,129.4011861035658,16.112580615200667,121.32402196386606,17.552720175218454
2023-11-15,146.41142126185952,15,11,2023,2,0,132.4738509638359,159.71971625396768,116.21839221731592,127.5000011046932,12.264615929222945,122.33045626535086,18.106737581265975
2023-11-16,126.26358714966064,16,11,2023,3,0,146.41142126185952,140.68800615105877,137.65092062232634,125.43936981877918,10.8043714658922,121.95087848292866,17.892586541224038
2023-11-17,108.45263267384044,17,11,2023,4,0,126.26358714966064,118.39887046247108,124.81356244033908,124.01847870611766,12.418096629547637,121.40551415737872,18.050962295464004
2023-11-18,94.47537516107774,18,11,2023,5,1,108.45263267384044,117.61796503861147,117.4373532598228,120.71239443789855,16.736047835683628,120.64011488742054,18.700166842472797
2023-11-19,95.59906798155988,19,11,2023,6,1,94.47537516107774,117.4280278585585,98.69345219798087,117.59397159832733,19.288994952996628,120.53696874687316,18.83345318868513
2023-11-20,109.2028172289679,20,11,2023,0,0,95.59906798155988,119.4818659964572,94.02273340869814,116.12553606011457,19.511300843626923,121.04297154088216,18.29268457658811
2023-11-21,127.01474711902772,21,11,2023,1,0,109.2028172289679,132.4738509638359,91.46172708785014,115.34566408228484,18.846729507816423,122.22807220858809,17.44204703061322
2023-11-22,129.42122016131609,22,11,2023,2,0,127.01474711902772,146.41142126185952,106.87745577364234,112.91849249649292,14.84922644051598,122.97953102151055,17.242374002516478
2023-11-23,115.88554634094382,23,11,2023,3,0,129.42122016131609,126.26358714966064,115.79209331788688,111.4359152381048,13.77390506969942,122.98264612227909,17.241039094641845
2023-11-24,101.91047588739548,24,11,2023,4,0,115.88554634094382,108.45263267384044,126.2563089261969,110.5013214114698,14.224641330187408,122.17111835431905,17.649764688804698
2023-11-25,87.47342596982284,25,11,2023,5,1,101.91047588739548,94.47537516107774,115.01338006770172,109.50104295557624,15.708233733515623,121.25311988438975,18.718722526078075
2023-11-26,90.56302819699415,26,11,2023,6,1,87.47342596982284,95.59906798155988,106.10657940054834,108.78160870063827,16.544143160286847,120.73500151093796,19.356667974277006
2023-11-27,115.36696087288122,27,11,2023,0,0,90.56302819699415,109.2028172289679,99.48379441719396,109.66220064976876,16.73326720832093,121.26444039279419,18.96869485302454
2023-11-28,136.55086735621202,28,11,2023,1,0,115.36696087288122,127.01474711902772,97.44162226193848,111.0245035407951,18.658830942766848,122.56808189593666,18.615616265085208
2023-11-29,148.45627092921893,29,11,2023,2,0,136.55086735621202,129.42122016131609,125.11167906606327,113.74379650763835,22.729745491437654,123.34623495804183,19.204217099875546
2023-11-30,135.68303319948197,30,11,2023,3,0,148.45627092921893,115.88554634094382,149.01812030252046,116.57200891600094,24.223265321166433,122.90173205460722,18.73819636458119
2023-12-01,123.58950603020064,1,12,2023,4,0,135.68303319948197,101.91047588739548,131.56877072281046,119.66901322211596,23.408489066333747,122.63575656485357,18.667428088611892
2023-12-02,102.01382855387122,2,12,2023,5,1,123.58950603020064,87.47342596982284,136.15311991856666,121.74621359126574,20.54543963895085,121.49778018603038,18.854623842984214
2023-12-03,115.78131088959972,3,12,2023,6,1,102.01382855387122,90.56302819699415,122.03921355401984,125.3488254044951,15.8378653313072,121.2891834305497,18.883022716538154
2023-12-04,140.04371875007513,4,12,2023,0,0,115.78131088959972,115.36696087288122,112.40600226751086,128.87407652980852,15.99134334544036,122.21044064663518,19.10754328586583
2023-12-05,142.70570019212937,5,12,2023,1,0,140.04371875007513,136.55086735621202,117.44534529831202,129.75333836351098,16.639848547431953,123.0524524764291,19.443931873846765
2023-12-06,157.22771796171668,6,12,2023,2,0,142.70570019212937,148.45627092921893,132.2205285304138,131.0064022252964,18.508367578592377,123.88602545747253,20.36475822536156
2023-12-07,158.63521077893444,7,12,2023,3,0,157.22771796171668,135.68303319948197,160.68020113136208,134.28528473664673,21.297811756562922,123.81785911239162,20.24039411774838
2023-12-08,124.9599485717434,8,12,2023,4,0,158.63521077893444,123.58950603020064,159.71971625396768,134.48106224258143,21.189127024397514,122.6592001896508,19.075728733179208
2023-12-09,116.38175432669026,9,12,2023,5,1,124.9599485717434,102.01382855387122,140.68800615105877,136.53362306726984,17.9714925479212,121.84899179550517,18.797738975613168
2023-12-10,129.80525776393014,10,12,2023,6,1,116.38175432669026,115.78131088959972,118.39887046247108,138.53704404931707,15.939279761627075,122.22920470555381,18.84085500521813
2023-12-11,131.8926460196391,11,12,2023,0,0,129.80525776393014,140.04371875007513,117.61796503861147,137.3726050878262,16.107712261388457,122.7050274049214,18.900540999399738
2023-12-12,147.50957176853308,12,12,2023,1,0,131.8926460196391,142.70570019212937,117.4280278585585,138.05887245588386,16.471034249883935,123.70774553525389,19.40222031325358
2023-12-13,152.07425273625716,13,12,2023,2,0,147.50957176853308,157.22771796171668,119.4818659964572,137.3226631379611,15.561501817110033,124.79415842658055,20.058818959312525
2023-12-14,139.55694520565532,14,12,2023,3,0,152.07425273625716,158.63521077893444,132.4738509638359,134.59719662749265,12.594523865123392,125.03026156797453,20.193563483283103
2023-12-15,110.12515086564976,15,12,2023,4,0,139.55694520565532,124.9599485717434,146.41142126185952,132.47793981233642,15.418051735312087,123.8207192214342,19.954032288892765
2023-12-16,104.50295754300404,16,12,2023,5,1,110.12515086564976,116.38175432669026,126.26358714966064,130.78096884323836,17.933452857569296,123.09536490121232,20.255406156903845
2023-12-17,103.1349948267053,17,12,2023,6,1,104.50295754300404,129.80525776393014,108.45263267384044,126.97093128077768,20.782145991166576,122.91811030630782,20.4106353865005
2023-12-18,114.04460157646626,18,12,2023,0,0,103.1349948267053,131.8926460196391,94.47537516107774,124.4212106460387,21.168942456801766,123.57041785348744,19.77303274149692
2023-12-19,130.49282461836663,19,12,2023,1,0,114.04460157646626,147.50957176853308,95.59906798155988,121.9902467674435,18.93484322481229,124.73354307471433,19.08524378842606
2023-12-20,129.67804072330344,20,12,2023,2,0,130.49282461836663,152.07425273625716,109.2028172289679,118.7907879084501,14.338576925743117,125.4160505245255,18.87565436415452
2023-12-21,121.69039337905409,21,12,2023,3,0,129.67804072330344,139.55694520565532,127.01474711902772,116.23842336179278,11.292631809225355,125.23857206652637,18.88513302779552
2023-12-22,104.61773467614655,22,12,2023,4,0,121.69039337905409,110.12515086564976,129.42122016131609,115.45164962043519,11.96158025756037,124.41178921702074,19.235398876350608
2023-12-23,77.91557653749638,23,12,2023,5,1,104.61773467614655,104.50295754300404,115.88554634094382,111.6534523339341,18.468780953451216,123.14612355690583,20.98534810462708
2023-12-24,99.261665261744,24,12,2023,6,1,77.91557653749638,103.1349948267053,101.91047588739548,111.10011953893961,18.82119482438745,123.05782986938411,21.083120360521576
2023-12-25,108.61261836727311,25,12,2023,0,0,99.261665261744,114.04460157646626,87.47342596982284,110.32412193762632,18.79151727674977,123.76246961596578,20.187021931335735
2023-12-26,131.75799128851742,26,12,2023,1,0,108.61261836727311,130.49282461836663,90.56302819699415,110.50486003336212,19.022496563659068,125.1356350523499,19.22921424690225
2023-12-27,133.86814692899023,27,12,2023,2,0,131.75799128851742,129.67804072330344,115.36696087288122,111.10344663417455,19.777328891326178,125.7523412542202,19.20177587720422
2023-12-28,125.21684575168032,28,12,2023,3,0,133.86814692899023,121.69039337905409,136.55086735621202,111.60722554454972,20.133655361903518,125.37454053406914,19.093178323455188
2023-12-29,111.23965070716628,29,12,2023,4,0,125.21684575168032,104.61773467614655,148.45627092921893,112.5532135489811,19.90478311412162,124.13398652666737,18.747683904099027
2023-12-30,94.1175604064089,30,12,2023,5,1,111.23965070716628,77.91557653749638,135.68303319948197,114.86778267311146,15.70461260459562,122.74847076689827,19.389660986203737
2023-12-31,128.65884464513002,31,12,2023,6,1,94.1175604064089,99.261665261744,123.58950603020064,119.06737972788089,14.736549370325346,122.91744872072925,19.419309812513724
2024-01-01,127.7742290963804,1,1,2024,0,0,128.65884464513002,108.61261836727311,102.01382855387122,121.80475268918192,14.242249586926617,123.77612873881291,19.028730775231214
2024-01-02,154.5746261173816,2,1,2024,1,0,127.7742290963804,131.75799128851742,115.78131088959972,125.06427195044826,18.785971827229805,125.06923924640563,19.770364042974926
2024-01-03,149.11402968897715,3,1,2024,2,0,154.5746261173816,133.86814692899023,140.04371875007513,127.24225520187495,20.75714246671291,125.37158294436902,20.074281107093167
2024-01-04,146.24583500534376,4,1,2024,3,0,149.11402968897715,125.21684575168032,142.70570019212937,130.24639652382686,21.90514964808716,125.48958743814283,20.189764497576842
